,date,AirPressure(hPa),AirTemperature(C),AirTemperatureHygroClip(C),RelativeHumidity(%),SpecificHumidity(g/kg),WindSpeed(m/s),WindDirection(d),SensibleHeatFlux(W/m2),LatentHeatFlux(W/m2),ShortwaveRadiationDown(W/m2),ShortwaveRadiationDown_Cor(W/m2),ShortwaveRadiationUp(W/m2),ShortwaveRadiationUp_Cor(W/m2),Albedo_theta<70d,LongwaveRadiationDown(W/m2),LongwaveRadiationUp(W/m2),CloudCover,SurfaceTemperature(C),HeightSensorBoom(m),HeightStakes(m),DepthPressureTransducer_Cor(m),IceTemperature1(C),IceTemperature2(C),IceTemperature3(C),IceTemperature4(C),IceTemperature5(C),IceTemperature6(C),IceTemperature7(C),IceTemperature8(C),TimeGPS(hhmmssUTC),LatitudeGPS(degN),LongitudeGPS(degW),ElevationGPS(m),HorDilOfPrecGPS
99484,2022-08-18 02:00:00,973.0,3.8,-999.0,89.0,4.57,0.5,213.3,-999.0,-999.0,-0.5,-999,1.0,-999,-999,328.5,333.0,0.95,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99485,2022-08-18 03:00:00,973.0,3.29,-999.0,94.1,4.67,0.62,215.9,-999.0,-999.0,-0.5,-999,0.6,-999,-999,328.5,332.2,0.97,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99486,2022-08-18 04:00:00,973.0,3.28,-999.0,100.0,4.95,0.16,284.3,-999.0,-999.0,-0.3,-999,0.6,-999,-999,328.7,332.4,0.98,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99487,2022-08-18 05:00:00,973.0,3.51,-999.0,99.9,5.03,0.09,261.3,0.0,0.0,-0.5,-999,0.7,-999,-999,324.3,331.1,0.92,0.0,2.389,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99488,2022-08-18 06:00:00,973.0,3.15,-999.0,97.9,4.81,0.04,199.6,-999.0,-999.0,0.2,-999,0.9,-999,-999,322.3,329.5,0.91,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99489,2022-08-18 07:00:00,973.0,3.16,-999.0,96.4,4.74,0.1,294.2,-999.0,-999.0,6.5,-999,1.6,-999,-999,322.2,330.6,0.91,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99490,2022-08-18 08:00:00,972.0,3.45,-999.0,95.9,4.81,0.25,83.1,-999.0,-999.0,29.3,-999,4.9,-999,-999,328.2,335.5,0.96,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99491,2022-08-18 09:00:00,973.0,3.59,-999.0,96.4,4.88,0.27,152.9,-999.0,-999.0,43.1,-999,5.9,-999,-999,329.7,338.6,0.97,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99492,2022-08-18 10:00:00,973.0,3.59,-999.0,100.0,5.06,1.09,196.8,-999.0,-999.0,48.5,-999,6.4,-999,-999,330.5,338.6,0.98,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99493,2022-08-18 11:00:00,973.0,3.84,-999.0,99.1,5.11,2.13,209.1,10.0,8.7,60.6,-999,7.9,-999,-999,331.4,338.7,0.97,0.0,2.512,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99494,2022-08-18 12:00:00,973.0,3.66,-999.0,100.0,5.09,2.46,200.4,-999.0,-999.0,62.5,-999,7.6,-999,-999,332.5,338.8,1.0,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99495,2022-08-18 13:00:00,973.0,3.73,-999.0,100.0,5.12,1.71,126.6,-999.0,-999.0,138.3,-999,16.9,-999,-999,331.9,345.3,0.99,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99496,2022-08-18 14:00:00,973.0,4.07,-999.0,99.6,5.22,2.07,104.0,-999.0,-999.0,326.0,-999,43.2,-999,-999,322.8,359.1,0.87,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99497,2022-08-18 15:00:00,972.0,5.3,-999.0,90.5,5.17,3.12,102.8,-999.0,-999.0,521.0,-999,78.9,-999,-999,319.3,375.2,0.77,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99498,2022-08-18 16:00:00,972.0,4.68,-999.0,89.5,4.9,2.26,174.2,-999.0,-999.0,152.4,-999,21.2,-999,-999,332.3,352.6,0.94,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99499,2022-08-18 17:00:00,973.0,4.52,-999.0,95.0,5.14,1.48,137.1,3.0,2.3,244.4,-999,32.2,-999,-999,331.5,359.5,0.94,0.0,2.862,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99500,2022-08-18 18:00:00,973.0,5.09,-999.0,87.9,4.95,1.42,60.7,-999.0,-999.0,281.8,-999,38.9,-999,-999,328.1,363.0,0.87,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99501,2022-08-18 19:00:00,973.0,4.87,-999.0,84.2,4.66,2.38,111.0,-999.0,-999.0,265.4,-999,40.8,-999,-999,300.9,355.8,0.6,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99502,2022-08-18 20:00:00,973.0,5.08,-999.0,79.5,4.47,2.06,101.0,-999.0,-999.0,200.1,-999,33.5,-999,-999,293.1,350.9,0.5,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99503,2022-08-18 21:00:00,973.0,4.0,-999.0,81.0,4.22,0.67,188.4,-999.0,-999.0,57.3,-999,8.2,-999,-999,316.3,342.3,0.81,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99504,2022-08-18 22:00:00,973.0,3.83,-999.0,85.3,4.39,0.29,176.1,-999.0,-999.0,28.6,-999,5.5,-999,-999,319.2,338.2,0.85,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99505,2022-08-18 23:00:00,973.0,3.59,-999.0,86.9,4.4,0.8,151.6,0.0,0.0,4.0,-999,2.1,-999,-999,317.9,332.8,0.84,0.0,2.777,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99506,2022-08-19 00:00:00,973.0,3.27,-999.0,86.8,4.3,0.77,271.4,-999.0,-999.0,-1.0,-999,1.0,-999,-999,311.6,328.5,0.79,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99507,2022-08-19 01:00:00,973.0,3.33,-999.0,83.0,4.13,0.9,68.7,-999.0,-999.0,-0.8,-999,1.5,-999,-999,310.6,328.1,0.78,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99508,2022-08-19 02:00:00,973.0,2.89,-999.0,77.8,3.75,1.15,30.6,-999.0,-999.0,-1.6,-999,1.4,-999,-999,285.5,321.9,0.54,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99509,2022-08-19 03:00:00,973.0,2.31,-999.0,78.1,3.61,1.01,335.7,-999.0,-999.0,-3.2,-999,2.3,-999,-999,242.9,313.2,0.12,-0.06,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99510,2022-08-19 04:00:00,973.0,1.77,-999.0,80.8,3.59,0.78,342.9,-999.0,-999.0,-3.0,-999,2.3,-999,-999,240.8,310.2,0.12,-0.7,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99511,2022-08-19 05:00:00,973.0,2.07,-999.0,78.7,3.58,1.22,357.8,1.9,-0.1,-2.7,-999,2.4,-999,-999,240.4,309.3,0.1,-0.92,2.532,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99512,2022-08-19 06:00:00,973.0,2.03,-999.0,75.2,3.41,1.82,46.2,-999.0,-999.0,-1.7,-999,2.0,-999,-999,239.0,310.8,0.09,-0.58,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99513,2022-08-19 07:00:00,973.0,1.97,-999.0,72.4,3.26,2.38,59.9,-999.0,-999.0,17.6,-999,7.1,-999,-999,238.1,312.6,0.08,-0.16,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99514,2022-08-19 08:00:00,973.0,2.49,-999.0,67.7,3.17,1.69,63.7,-999.0,-999.0,95.1,-999,42.4,-999,-999,238.6,317.5,0.06,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99515,2022-08-19 09:00:00,972.0,3.51,-999.0,59.3,2.99,1.16,90.0,-999.0,-999.0,192.7,-999,47.1,-999,-999,240.4,327.7,0.02,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99516,2022-08-19 10:00:00,972.0,3.95,-999.0,57.8,3.01,1.35,33.1,-999.0,-999.0,303.7,-999,59.3,-999,-999,241.3,341.4,0.01,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99517,2022-08-19 11:00:00,971.0,4.77,-999.0,52.3,2.89,2.06,106.8,8.0,-4.9,413.9,-999,73.6,-999,-999,242.5,352.9,0.0,0.0,2.762,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99518,2022-08-19 12:00:00,971.0,4.78,-999.0,53.7,2.96,4.01,93.7,-999.0,-999.0,511.0,-999,87.7,-999,-999,241.8,358.6,0.0,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99519,2022-08-19 13:00:00,970.0,5.34,-999.0,51.3,2.95,3.37,101.7,-999.0,-999.0,582.8,-999,97.0,-999,-999,242.6,371.9,0.0,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99520,2022-08-19 14:00:00,970.0,5.04,-999.0,52.5,2.95,3.71,103.5,-999.0,-999.0,585.3,-999,94.1,-999,-999,250.5,372.3,0.05,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99521,2022-08-19 15:00:00,969.0,5.66,-999.0,52.3,3.07,4.77,82.0,-999.0,-999.0,683.8,-999,111.9,-999,-999,256.3,378.4,0.07,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99522,2022-08-19 16:00:00,968.0,5.74,-999.0,51.3,3.04,4.53,77.9,-999.0,-999.0,607.0,-999,99.5,-999,-999,247.2,374.7,0.0,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99523,2022-08-19 17:00:00,967.0,6.09,-999.0,52.0,3.16,2.92,90.6,25.2,-9.0,564.6,-999,92.1,-999,-999,247.0,379.9,0.0,0.0,2.515,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99524,2022-08-19 18:00:00,966.0,5.77,-999.0,50.7,3.01,1.78,125.3,-999.0,-999.0,488.3,-999,81.3,-999,-999,244.9,375.5,0.0,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99525,2022-08-19 19:00:00,966.0,5.97,-999.0,51.8,3.12,1.65,66.9,-999.0,-999.0,271.2,-999,44.4,-999,-999,255.5,360.4,0.05,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99526,2022-08-19 20:00:00,965.0,5.85,-999.0,55.5,3.32,1.01,73.7,-999.0,-999.0,120.6,-999,17.6,-999,-999,299.8,352.4,0.53,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99527,2022-08-19 21:00:00,965.0,5.58,-999.0,60.0,3.53,1.8,47.7,-999.0,-999.0,44.9,-999,6.8,-999,-999,303.3,342.3,0.58,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99528,2022-08-19 22:00:00,964.0,4.77,-999.0,64.9,3.6,0.91,55.1,-999.0,-999.0,14.2,-999,2.5,-999,-999,302.2,334.6,0.61,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99529,2022-08-19 23:00:00,964.0,4.63,-999.0,63.8,3.51,1.14,347.2,1.7,-0.5,1.3,-999,1.1,-999,-999,301.2,329.9,0.61,0.0,2.539,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99530,2022-08-20 00:00:00,964.0,4.18,-999.0,65.5,3.49,1.5,328.0,-999.0,-999.0,-1.3,-999,0.6,-999,-999,298.1,327.2,0.6,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99531,2022-08-20 01:00:00,963.0,3.76,-999.0,67.5,3.5,2.03,338.4,-999.0,-999.0,-1.3,-999,0.5,-999,-999,297.5,326.5,0.62,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99532,2022-08-20 02:00:00,963.0,3.61,-999.0,67.3,3.45,1.67,321.5,-999.0,-999.0,-1.2,-999,0.6,-999,-999,295.4,324.5,0.6,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99533,2022-08-20 03:00:00,962.0,3.3,-999.0,70.3,3.53,1.9,357.2,-999.0,-999.0,-2.0,-999,0.2,-999,-999,289.5,322.8,0.56,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99534,2022-08-20 04:00:00,962.0,3.35,-999.0,71.6,3.61,2.41,17.7,-999.0,-999.0,-1.4,-999,0.7,-999,-999,287.3,323.2,0.53,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99535,2022-08-20 05:00:00,961.0,3.24,-999.0,70.8,3.54,2.7,352.0,17.8,-6.5,-1.4,-999,0.7,-999,-999,290.2,323.4,0.57,0.0,2.425,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99536,2022-08-20 06:00:00,961.0,3.07,-999.0,72.8,3.6,2.43,3.5,-999.0,-999.0,0.2,-999,0.8,-999,-999,299.7,324.3,0.68,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99537,2022-08-20 07:00:00,961.0,3.18,-999.0,73.7,3.67,3.94,339.7,-999.0,-999.0,5.8,-999,1.2,-999,-999,300.9,326.5,0.68,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99538,2022-08-20 08:00:00,961.0,3.04,-999.0,74.9,3.69,3.92,81.0,-999.0,-999.0,30.4,-999,4.8,-999,-999,289.6,327.0,0.57,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99539,2022-08-20 09:00:00,961.0,2.81,-999.0,75.3,3.65,3.84,353.9,-999.0,-999.0,39.9,-999,5.9,-999,-999,298.2,327.7,0.68,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99540,2022-08-20 10:00:00,962.0,3.01,-999.0,75.1,3.69,2.52,350.2,-999.0,-999.0,89.3,-999,13.2,-999,-999,300.2,332.9,0.69,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99541,2022-08-20 11:00:00,962.0,3.37,-999.0,74.5,3.75,2.01,347.3,7.2,-1.2,150.1,-999,21.8,-999,-999,315.9,342.7,0.83,0.0,2.874,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99542,2022-08-20 12:00:00,962.0,3.95,-999.0,74.2,3.9,1.39,3.5,-999.0,-999.0,138.0,-999,19.4,-999,-999,319.0,346.5,0.84,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99543,2022-08-20 13:00:00,963.0,4.38,-999.0,69.8,3.77,1.53,26.2,-999.0,-999.0,155.7,-999,21.9,-999,-999,318.1,349.1,0.81,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99544,2022-08-20 14:00:00,963.0,4.31,-999.0,72.0,3.88,1.73,111.4,-999.0,-999.0,233.8,-999,31.9,-999,-999,315.4,358.5,0.78,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99545,2022-08-20 15:00:00,963.0,3.75,-999.0,75.3,3.9,1.79,134.5,-999.0,-999.0,174.5,-999,23.6,-999,-999,319.0,351.3,0.85,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99546,2022-08-20 16:00:00,964.0,3.82,-999.0,79.8,4.15,2.66,83.2,-999.0,-999.0,141.4,-999,19.4,-999,-999,319.1,346.7,0.85,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99547,2022-08-20 17:00:00,964.0,3.99,-999.0,78.0,4.1,2.23,114.2,-999.0,-999.0,224.2,-999,32.1,-999,-999,312.7,351.0,0.77,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99548,2022-08-20 18:00:00,965.0,4.21,-999.0,73.2,3.91,0.83,159.2,-999.0,-999.0,139.5,-999,19.1,-999,-999,315.9,350.3,0.79,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99549,2022-08-20 19:00:00,965.0,3.99,-999.0,78.4,4.12,0.7,223.6,-999.0,-999.0,88.4,-999,13.6,-999,-999,326.6,344.1,0.92,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99550,2022-08-20 20:00:00,966.0,3.34,-999.0,85.5,4.29,0.99,149.9,-999.0,-999.0,53.4,-999,8.2,-999,-999,326.8,338.2,0.95,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99551,2022-08-20 21:00:00,966.0,2.79,-999.0,90.3,4.35,0.72,118.8,-999.0,-999.0,63.5,-999,9.8,-999,-999,323.2,337.0,0.94,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99552,2022-08-20 22:00:00,967.0,2.69,-999.0,89.9,4.3,0.62,76.3,-999.0,-999.0,40.4,-999,7.3,-999,-999,319.5,334.1,0.91,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99553,2022-08-20 23:00:00,967.0,2.64,-999.0,90.6,4.32,0.82,193.7,0.0,0.0,3.8,-999,2.0,-999,-999,318.9,328.8,0.9,0.0,2.478,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99554,2022-08-21 00:00:00,967.0,2.77,-999.0,91.7,4.41,0.56,224.1,-999.0,-999.0,-1.0,-999,1.1,-999,-999,321.3,327.8,0.92,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99555,2022-08-21 01:00:00,968.0,2.7,-999.0,97.0,4.63,1.04,223.1,-999.0,-999.0,-0.7,-999,0.6,-999,-999,323.3,328.7,0.95,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99556,2022-08-21 02:00:00,968.0,2.71,-999.0,95.3,4.56,1.58,272.1,-999.0,-999.0,-0.9,-999,0.9,-999,-999,324.2,328.3,0.96,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99557,2022-08-21 03:00:00,968.0,2.6,-999.0,92.9,4.41,1.04,251.6,-999.0,-999.0,-0.9,-999,0.9,-999,-999,320.5,326.3,0.92,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99558,2022-08-21 04:00:00,969.0,2.3,-999.0,98.2,4.56,0.97,209.6,-999.0,-999.0,-0.7,-999,0.5,-999,-999,322.1,326.4,0.95,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99559,2022-08-21 05:00:00,969.0,1.84,-999.0,100.0,4.49,0.28,198.9,0.0,0.0,-0.7,-999,0.3,-999,-999,317.7,324.1,0.93,0.0,2.371,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99560,2022-08-21 06:00:00,969.0,1.86,-999.0,100.0,4.5,0.27,251.0,-999.0,-999.0,-0.2,-999,0.7,-999,-999,315.5,322.6,0.91,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99561,2022-08-21 07:00:00,970.0,2.09,-999.0,98.5,4.5,0.33,216.6,-999.0,-999.0,2.5,-999,0.8,-999,-999,318.8,324.5,0.93,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99562,2022-08-21 08:00:00,970.0,1.85,-999.0,100.0,4.49,0.26,186.6,-999.0,-999.0,14.3,-999,2.2,-999,-999,317.7,326.1,0.93,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99563,2022-08-21 09:00:00,970.0,2.2,-999.0,96.7,4.45,0.43,226.1,-999.0,-999.0,55.5,-999,8.3,-999,-999,310.6,329.2,0.84,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99564,2022-08-21 10:00:00,970.0,2.76,-999.0,91.4,4.38,1.17,172.6,-999.0,-999.0,120.5,-999,16.6,-999,-999,317.3,337.5,0.88,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99565,2022-08-21 11:00:00,970.0,3.27,-999.0,88.8,4.41,1.47,138.5,3.4,1.4,221.7,-999,30.5,-999,-999,312.5,347.1,0.8,0.0,2.374,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99566,2022-08-21 12:00:00,970.0,3.67,-999.0,86.7,4.43,1.19,128.8,-999.0,-999.0,258.1,-999,35.5,-999,-999,314.2,353.2,0.8,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99567,2022-08-21 13:00:00,970.0,4.36,-999.0,82.9,4.45,1.47,140.9,-999.0,-999.0,333.3,-999,47.5,-999,-999,310.9,361.5,0.73,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99568,2022-08-21 14:00:00,970.0,4.93,-999.0,75.1,4.19,1.08,114.5,-999.0,-999.0,354.0,-999,50.3,-999,-999,309.2,368.4,0.68,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99569,2022-08-21 15:00:00,970.0,5.03,-999.0,73.0,4.1,1.7,142.2,-999.0,-999.0,392.8,-999,59.1,-999,-999,291.5,369.0,0.49,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99570,2022-08-21 16:00:00,970.0,6.03,-999.0,68.6,4.13,2.7,126.5,-999.0,-999.0,624.9,-999,102.3,-999,-999,256.2,383.7,0.05,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99571,2022-08-21 17:00:00,970.0,5.91,-999.0,64.4,3.85,3.17,123.9,-999.0,-999.0,448.2,-999,71.7,-999,-999,266.3,372.3,0.17,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99572,2022-08-21 18:00:00,970.0,6.43,-999.0,64.0,3.96,1.93,113.8,-999.0,-999.0,442.4,-999,72.8,-999,-999,267.6,376.3,0.15,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99573,2022-08-21 19:00:00,970.0,5.86,-999.0,62.0,3.69,2.51,104.3,-999.0,-999.0,368.4,-999,62.9,-999,-999,256.4,364.9,0.06,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99574,2022-08-21 20:00:00,970.0,5.54,-999.0,62.8,3.65,1.59,155.2,-999.0,-999.0,252.0,-999,45.8,-999,-999,251.7,353.0,0.03,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99575,2022-08-21 21:00:00,970.0,4.37,-999.0,64.5,3.46,1.2,20.4,-999.0,-999.0,27.6,-999,3.0,-999,-999,247.6,329.4,0.05,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99576,2022-08-21 22:00:00,970.0,4.0,-999.0,63.2,3.3,1.71,241.1,-999.0,-999.0,13.4,-999,3.0,-999,-999,245.8,324.2,0.05,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99577,2022-08-21 23:00:00,970.0,3.74,-999.0,61.5,3.16,2.13,119.5,9.0,-5.1,0.2,-999,1.6,-999,-999,246.6,321.8,0.08,0.0,2.777,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99578,2022-08-22 00:00:00,970.0,3.3,-999.0,60.2,3.0,1.93,75.8,-999.0,-999.0,-3.9,-999,1.1,-999,-999,243.6,318.2,0.07,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99579,2022-08-22 01:00:00,969.0,2.95,-999.0,57.2,2.78,2.23,143.2,-999.0,-999.0,-3.2,-999,1.2,-999,-999,248.2,318.0,0.14,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99580,2022-08-22 02:00:00,969.0,2.62,-999.0,56.0,2.66,2.62,128.0,-999.0,-999.0,-3.0,-999,1.0,-999,-999,251.7,317.2,0.19,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99581,2022-08-22 03:00:00,968.0,2.26,-999.0,54.2,2.51,3.92,135.2,-999.0,-999.0,-2.8,-999,0.8,-999,-999,251.2,316.7,0.21,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
