,date,AirPressure(hPa),AirTemperature(C),AirTemperatureHygroClip(C),RelativeHumidity(%),SpecificHumidity(g/kg),WindSpeed(m/s),WindDirection(d),SensibleHeatFlux(W/m2),LatentHeatFlux(W/m2),ShortwaveRadiationDown(W/m2),ShortwaveRadiationDown_Cor(W/m2),ShortwaveRadiationUp(W/m2),ShortwaveRadiationUp_Cor(W/m2),Albedo_theta<70d,LongwaveRadiationDown(W/m2),LongwaveRadiationUp(W/m2),CloudCover,SurfaceTemperature(C),HeightSensorBoom(m),HeightStakes(m),DepthPressureTransducer_Cor(m),IceTemperature1(C),IceTemperature2(C),IceTemperature3(C),IceTemperature4(C),IceTemperature5(C),IceTemperature6(C),IceTemperature7(C),IceTemperature8(C),TimeGPS(hhmmssUTC),LatitudeGPS(degN),LongitudeGPS(degW),ElevationGPS(m),HorDilOfPrecGPS
99386,2022-08-14 00:00:00,968.0,9.34,-999.0,46.0,3.48,3.21,310.3,-999.0,-999.0,-1.5,-999,1.5,-999,-999,273.9,344.6,0.04,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99387,2022-08-14 01:00:00,968.0,8.58,-999.0,50.2,3.62,2.5,279.2,-999.0,-999.0,-4.7,-999,0.0,-999,-999,265.6,338.6,0.0,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99388,2022-08-14 02:00:00,968.0,7.03,-999.0,56.8,3.68,1.87,234.5,-999.0,-999.0,-3.9,-999,1.0,-999,-999,264.0,331.7,0.08,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99389,2022-08-14 03:00:00,968.0,6.66,-999.0,60.3,3.8,2.0,249.1,-999.0,-999.0,-3.3,-999,1.2,-999,-999,261.2,332.3,0.07,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99390,2022-08-14 04:00:00,969.0,6.92,-999.0,61.4,3.94,2.09,153.5,-999.0,-999.0,-3.5,-999,1.3,-999,-999,261.7,333.0,0.06,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99391,2022-08-14 05:00:00,969.0,6.42,-999.0,63.8,3.96,2.92,149.0,25.6,0.3,-3.4,-999,1.0,-999,-999,262.1,333.7,0.09,0.0,2.473,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99392,2022-08-14 06:00:00,969.0,6.32,-999.0,66.3,4.08,3.82,139.6,-999.0,-999.0,3.3,-999,2.3,-999,-999,277.6,336.5,0.27,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99393,2022-08-14 07:00:00,969.0,6.44,-999.0,66.9,4.15,3.06,147.7,-999.0,-999.0,28.5,-999,8.7,-999,-999,303.9,340.4,0.54,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99394,2022-08-14 08:00:00,969.0,6.64,-999.0,67.9,4.28,3.41,154.7,-999.0,-999.0,38.1,-999,6.4,-999,-999,316.7,343.8,0.67,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99395,2022-08-14 09:00:00,969.0,6.84,-999.0,71.6,4.57,3.31,138.0,-999.0,-999.0,31.9,-999,5.1,-999,-999,334.3,346.1,0.85,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99396,2022-08-14 10:00:00,969.0,6.64,-999.0,74.1,4.66,2.56,181.3,-999.0,-999.0,49.7,-999,7.9,-999,-999,333.8,345.6,0.85,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99397,2022-08-14 11:00:00,969.0,6.92,-999.0,72.5,4.65,2.34,164.2,13.2,3.9,82.9,-999,11.3,-999,-999,331.7,350.3,0.81,0.0,2.471,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99398,2022-08-14 12:00:00,969.0,7.27,-999.0,70.5,4.63,3.39,149.4,-999.0,-999.0,167.6,-999,23.9,-999,-999,329.4,356.5,0.77,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99399,2022-08-14 13:00:00,969.0,7.46,-999.0,68.8,4.58,3.27,138.9,-999.0,-999.0,132.3,-999,17.8,-999,-999,331.0,356.5,0.78,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99400,2022-08-14 14:00:00,969.0,7.72,-999.0,67.3,4.56,3.98,147.0,-999.0,-999.0,106.9,-999,14.1,-999,-999,329.2,355.6,0.74,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99401,2022-08-14 15:00:00,969.0,7.48,-999.0,68.3,4.56,4.65,143.2,-999.0,-999.0,136.3,-999,18.6,-999,-999,328.3,355.5,0.75,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99402,2022-08-14 16:00:00,969.0,8.38,-999.0,64.7,4.59,5.32,131.6,-999.0,-999.0,463.1,-999,73.1,-999,-999,296.0,374.7,0.34,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99403,2022-08-14 17:00:00,969.0,8.03,-999.0,66.6,4.61,5.16,131.4,94.7,22.6,243.3,-999,36.1,-999,-999,289.7,363.6,0.3,0.0,2.511,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99404,2022-08-14 18:00:00,969.0,8.52,-999.0,64.6,4.62,5.24,141.2,-999.0,-999.0,364.1,-999,58.5,-999,-999,289.6,370.3,0.27,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99405,2022-08-14 19:00:00,969.0,8.29,-999.0,64.4,4.54,5.95,133.3,-999.0,-999.0,307.8,-999,49.7,-999,-999,289.3,366.7,0.28,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99406,2022-08-14 20:00:00,970.0,7.71,-999.0,66.4,4.49,4.61,137.0,-999.0,-999.0,219.2,-999,35.5,-999,-999,303.7,361.3,0.47,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99407,2022-08-14 21:00:00,969.0,7.16,-999.0,70.3,4.59,5.31,160.0,-999.0,-999.0,50.7,-999,7.4,-999,-999,314.6,349.6,0.62,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99408,2022-08-14 22:00:00,969.0,7.02,-999.0,71.2,4.6,4.71,146.2,-999.0,-999.0,22.8,-999,3.3,-999,-999,316.1,346.8,0.64,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99409,2022-08-14 23:00:00,970.0,6.48,-999.0,72.9,4.53,3.33,127.5,36.3,9.6,6.2,-999,1.5,-999,-999,296.2,341.0,0.46,0.0,2.475,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99410,2022-08-15 00:00:00,970.0,6.49,-999.0,72.9,4.53,3.44,146.8,-999.0,-999.0,-0.5,-999,0.8,-999,-999,305.2,340.6,0.55,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99411,2022-08-15 01:00:00,970.0,6.65,-999.0,72.6,4.57,3.47,125.0,-999.0,-999.0,-0.9,-999,0.5,-999,-999,322.4,342.5,0.73,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99412,2022-08-15 02:00:00,970.0,6.61,-999.0,73.4,4.61,3.55,156.9,-999.0,-999.0,-1.4,-999,0.3,-999,-999,326.7,342.5,0.78,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99413,2022-08-15 03:00:00,970.0,6.78,-999.0,74.9,4.76,3.99,141.5,-999.0,-999.0,-2.7,-999,0.6,-999,-999,332.5,343.3,0.83,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99414,2022-08-15 04:00:00,969.0,6.84,-999.0,74.5,4.75,4.43,145.9,-999.0,-999.0,-1.5,-999,0.4,-999,-999,330.7,343.5,0.81,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99415,2022-08-15 05:00:00,969.0,6.94,-999.0,73.2,4.71,4.38,147.1,65.9,20.7,-0.7,-999,0.3,-999,-999,331.7,344.6,0.81,0.0,2.485,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99416,2022-08-15 06:00:00,970.0,6.97,-999.0,72.1,4.64,4.19,143.9,-999.0,-999.0,-0.2,-999,0.2,-999,-999,330.3,344.7,0.8,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99417,2022-08-15 07:00:00,969.0,7.05,-999.0,73.2,4.74,3.83,141.1,-999.0,-999.0,7.6,-999,1.3,-999,-999,331.7,345.6,0.81,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99418,2022-08-15 08:00:00,969.0,6.85,-999.0,74.9,4.78,4.5,145.3,-999.0,-999.0,13.1,-999,2.8,-999,-999,335.5,345.0,0.86,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99419,2022-08-15 09:00:00,969.0,7.02,-999.0,76.9,4.97,4.33,114.6,-999.0,-999.0,33.5,-999,7.0,-999,-999,335.5,345.3,0.85,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99420,2022-08-15 10:00:00,969.0,7.03,-999.0,75.1,4.85,3.58,131.1,-999.0,-999.0,61.7,-999,8.3,-999,-999,333.1,347.0,0.82,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99421,2022-08-15 11:00:00,969.0,7.14,-999.0,72.8,4.74,3.86,134.1,53.1,16.9,126.2,-999,17.5,-999,-999,323.2,350.7,0.71,0.0,2.43,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99422,2022-08-15 12:00:00,969.0,7.53,-999.0,69.8,4.67,4.34,130.1,-999.0,-999.0,218.8,-999,31.5,-999,-999,319.2,357.7,0.65,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99423,2022-08-15 13:00:00,968.0,7.58,-999.0,69.6,4.68,4.86,129.5,-999.0,-999.0,313.3,-999,47.0,-999,-999,313.1,364.1,0.58,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99424,2022-08-15 14:00:00,968.0,8.17,-999.0,66.0,4.62,3.4,136.2,-999.0,-999.0,337.7,-999,49.9,-999,-999,313.4,373.4,0.55,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99425,2022-08-15 15:00:00,967.0,7.86,-999.0,69.5,4.77,3.26,144.7,-999.0,-999.0,140.9,-999,20.3,-999,-999,338.4,360.0,0.84,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99426,2022-08-15 16:00:00,966.0,7.63,-999.0,71.1,4.8,3.65,121.2,-999.0,-999.0,93.7,-999,15.3,-999,-999,339.7,352.5,0.86,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99427,2022-08-15 17:00:00,965.0,7.93,-999.0,65.7,4.54,4.99,113.2,83.2,17.4,63.5,-999,11.7,-999,-999,340.4,350.1,0.85,0.0,2.808,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99428,2022-08-15 18:00:00,965.0,7.66,-999.0,66.1,4.48,4.09,107.5,-999.0,-999.0,54.4,-999,9.1,-999,-999,338.5,348.4,0.85,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99429,2022-08-15 19:00:00,964.0,7.79,-999.0,65.7,4.5,6.43,118.5,-999.0,-999.0,39.0,-999,9.0,-999,-999,339.9,347.7,0.86,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99430,2022-08-15 20:00:00,963.0,7.56,-999.0,64.3,4.34,4.31,139.1,-999.0,-999.0,17.1,-999,5.5,-999,-999,338.2,345.2,0.85,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99431,2022-08-15 21:00:00,963.0,7.06,-999.0,65.3,4.26,2.24,153.6,-999.0,-999.0,21.2,-999,4.8,-999,-999,331.0,343.3,0.8,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99432,2022-08-15 22:00:00,963.0,6.87,-999.0,69.0,4.44,3.01,177.4,-999.0,-999.0,21.8,-999,3.4,-999,-999,321.7,342.7,0.71,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99433,2022-08-15 23:00:00,962.0,6.64,-999.0,72.6,4.6,2.57,156.5,17.9,4.9,5.2,-999,1.4,-999,-999,320.8,340.9,0.71,0.0,2.419,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99434,2022-08-16 00:00:00,962.0,6.93,-999.0,72.0,4.66,4.49,147.5,-999.0,-999.0,-0.4,-999,0.3,-999,-999,325.0,342.6,0.74,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99435,2022-08-16 01:00:00,962.0,6.3,-999.0,73.3,4.54,2.77,164.8,-999.0,-999.0,-1.0,-999,0.3,-999,-999,318.8,339.6,0.71,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99436,2022-08-16 02:00:00,962.0,6.17,-999.0,74.1,4.55,2.0,169.4,-999.0,-999.0,-1.0,-999,0.5,-999,-999,316.0,338.3,0.69,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99437,2022-08-16 03:00:00,962.0,5.9,-999.0,75.5,4.54,2.42,187.7,-999.0,-999.0,-2.7,-999,0.4,-999,-999,285.9,334.2,0.38,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99438,2022-08-16 04:00:00,961.0,5.71,-999.0,75.8,4.51,2.79,154.4,-999.0,-999.0,-3.5,-999,1.2,-999,-999,256.4,330.6,0.07,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99439,2022-08-16 05:00:00,962.0,5.53,-999.0,76.6,4.5,1.99,120.4,7.9,2.1,-3.8,-999,1.4,-999,-999,253.8,328.4,0.05,0.0,2.521,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99440,2022-08-16 06:00:00,962.0,5.02,-999.0,77.8,4.41,2.19,212.1,-999.0,-999.0,-1.9,-999,1.2,-999,-999,253.7,325.9,0.08,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99441,2022-08-16 07:00:00,962.0,5.0,-999.0,78.3,4.43,1.98,245.2,-999.0,-999.0,8.4,-999,2.6,-999,-999,253.2,322.0,0.08,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99442,2022-08-16 08:00:00,962.0,3.69,-999.0,90.5,4.67,0.62,183.4,-999.0,-999.0,50.1,-999,14.9,-999,-999,250.2,320.0,0.12,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99443,2022-08-16 09:00:00,962.0,4.2,-999.0,100.0,5.35,0.39,302.9,-999.0,-999.0,156.2,-999,31.5,-999,-999,254.0,335.7,0.13,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99444,2022-08-16 10:00:00,962.0,6.36,-999.0,78.9,4.9,0.96,82.0,-999.0,-999.0,322.4,-999,64.2,-999,-999,255.2,360.4,0.02,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99445,2022-08-16 11:00:00,962.0,6.93,-999.0,71.4,4.62,0.99,126.1,0.0,0.0,381.1,-999,68.0,-999,-999,258.2,369.8,0.02,0.0,2.475,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99446,2022-08-16 12:00:00,961.0,7.59,-999.0,68.8,4.66,1.69,102.8,-999.0,-999.0,452.6,-999,75.6,-999,-999,264.3,380.7,0.05,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99447,2022-08-16 13:00:00,961.0,7.84,-999.0,68.5,4.72,1.6,127.0,-999.0,-999.0,552.0,-999,91.5,-999,-999,274.9,388.9,0.15,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99448,2022-08-16 14:00:00,961.0,8.87,-999.0,64.1,4.74,2.48,134.0,-999.0,-999.0,684.6,-999,111.6,-999,-999,280.6,406.3,0.15,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99449,2022-08-16 15:00:00,960.0,8.75,-999.0,65.6,4.82,2.93,94.2,-999.0,-999.0,433.8,-999,66.3,-999,-999,291.8,388.9,0.28,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99450,2022-08-16 16:00:00,960.0,7.88,-999.0,67.1,4.64,2.67,125.7,-999.0,-999.0,380.9,-999,57.3,-999,-999,302.4,381.0,0.44,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99451,2022-08-16 17:00:00,960.0,8.81,-999.0,65.8,4.85,2.45,141.4,14.8,4.1,474.6,-999,75.2,-999,-999,289.7,390.6,0.25,0.0,2.489,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99452,2022-08-16 18:00:00,960.0,8.43,-999.0,65.0,4.67,1.97,134.8,-999.0,-999.0,360.0,-999,55.3,-999,-999,312.4,383.4,0.52,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99453,2022-08-16 19:00:00,960.0,8.74,-999.0,67.0,4.92,2.44,32.6,-999.0,-999.0,119.8,-999,16.5,-999,-999,336.3,368.0,0.76,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99454,2022-08-16 20:00:00,960.0,7.47,-999.0,78.2,5.26,1.81,50.7,-999.0,-999.0,59.7,-999,7.9,-999,-999,339.5,357.7,0.87,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99455,2022-08-16 21:00:00,960.0,7.33,-999.0,84.9,5.66,2.91,354.8,-999.0,-999.0,52.0,-999,9.3,-999,-999,338.1,352.5,0.86,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99456,2022-08-16 22:00:00,961.0,7.07,-999.0,85.9,5.62,2.29,81.0,-999.0,-999.0,24.3,-999,5.9,-999,-999,337.5,349.1,0.87,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99457,2022-08-16 23:00:00,961.0,4.76,-999.0,90.6,5.04,0.96,195.8,0.0,0.0,4.2,-999,1.0,-999,-999,330.6,339.9,0.92,0.0,2.852,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99458,2022-08-17 00:00:00,962.0,4.43,-999.0,92.6,5.03,0.46,192.1,-999.0,-999.0,-0.7,-999,0.8,-999,-999,331.6,338.0,0.95,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99459,2022-08-17 01:00:00,963.0,4.11,-999.0,91.1,4.84,0.95,200.6,-999.0,-999.0,-0.8,-999,0.7,-999,-999,328.8,335.8,0.93,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99460,2022-08-17 02:00:00,963.0,4.22,-999.0,98.7,5.28,1.15,199.1,-999.0,-999.0,-0.4,-999,0.4,-999,-999,331.6,336.3,0.96,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99461,2022-08-17 03:00:00,964.0,3.74,-999.0,100.0,5.17,0.6,149.2,-999.0,-999.0,-0.3,-999,0.1,-999,-999,332.8,335.8,0.99,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99462,2022-08-17 04:00:00,964.0,3.84,-999.0,100.0,5.2,2.33,237.4,-999.0,-999.0,-0.6,-999,0.6,-999,-999,333.2,335.7,0.99,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99463,2022-08-17 05:00:00,965.0,3.33,-999.0,99.7,5.0,2.26,223.9,-999.0,-999.0,-0.8,-999,0.6,-999,-999,329.0,332.7,0.98,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99464,2022-08-17 06:00:00,966.0,2.91,-999.0,98.1,4.77,2.66,238.8,-999.0,-999.0,-0.5,-999,0.8,-999,-999,325.0,329.9,0.95,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99465,2022-08-17 07:00:00,966.0,2.6,-999.0,98.1,4.66,2.9,246.7,-999.0,-999.0,6.9,-999,1.8,-999,-999,323.8,328.8,0.96,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99466,2022-08-17 08:00:00,967.0,2.56,-999.0,100.0,4.74,2.03,223.7,-999.0,-999.0,18.2,-999,3.1,-999,-999,323.7,329.9,0.96,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99467,2022-08-17 09:00:00,968.0,2.63,-999.0,100.0,4.76,1.06,172.7,-999.0,-999.0,30.2,-999,4.3,-999,-999,324.4,332.4,0.96,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99468,2022-08-17 10:00:00,968.0,2.59,-999.0,100.0,4.74,1.43,153.2,-999.0,-999.0,49.0,-999,6.3,-999,-999,323.2,334.1,0.95,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99469,2022-08-17 11:00:00,969.0,2.88,-999.0,99.6,4.81,2.03,205.8,8.5,7.3,83.7,-999,11.2,-999,-999,326.9,336.8,0.98,0.0,2.498,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99470,2022-08-17 12:00:00,969.0,2.99,-999.0,98.3,4.79,2.37,206.7,-999.0,-999.0,150.5,-999,19.4,-999,-999,326.8,340.6,0.97,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99471,2022-08-17 13:00:00,969.0,3.71,-999.0,93.4,4.79,2.39,161.2,-999.0,-999.0,347.9,-999,48.7,-999,-999,329.8,357.7,0.96,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99472,2022-08-17 14:00:00,970.0,4.0,-999.0,93.3,4.88,2.45,110.2,-999.0,-999.0,257.8,-999,36.8,-999,-999,332.9,356.2,0.98,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99473,2022-08-17 15:00:00,970.0,3.98,-999.0,91.9,4.8,1.34,122.6,-999.0,-999.0,180.0,-999,24.0,-999,-999,331.6,353.2,0.97,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99474,2022-08-17 16:00:00,970.0,4.0,-999.0,95.3,4.98,1.67,132.2,-999.0,-999.0,214.4,-999,27.9,-999,-999,331.7,354.0,0.97,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99475,2022-08-17 17:00:00,971.0,4.2,-999.0,94.1,4.98,1.93,103.9,6.7,4.7,187.8,-999,25.1,-999,-999,330.2,353.3,0.94,0.0,2.747,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99476,2022-08-17 18:00:00,971.0,4.41,-999.0,87.6,4.71,1.47,109.3,-999.0,-999.0,253.2,-999,34.0,-999,-999,321.0,357.6,0.83,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99477,2022-08-17 19:00:00,971.0,4.74,-999.0,87.3,4.8,0.93,65.2,-999.0,-999.0,118.6,-999,15.9,-999,-999,326.5,352.8,0.88,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99478,2022-08-17 20:00:00,972.0,4.66,-999.0,88.3,4.83,1.36,11.2,-999.0,-999.0,48.5,-999,7.7,-999,-999,330.5,342.8,0.92,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99479,2022-08-17 21:00:00,972.0,3.81,-999.0,96.4,4.96,1.03,102.6,-999.0,-999.0,45.8,-999,6.7,-999,-999,325.2,340.2,0.91,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99480,2022-08-17 22:00:00,972.0,3.71,-999.0,93.2,4.76,0.53,168.6,-999.0,-999.0,29.9,-999,5.2,-999,-999,322.5,338.0,0.89,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99481,2022-08-17 23:00:00,972.0,3.51,-999.0,89.9,4.53,0.32,173.4,0.0,0.0,6.6,-999,2.2,-999,-999,321.9,334.1,0.89,0.0,2.379,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99482,2022-08-18 00:00:00,973.0,3.62,-999.0,89.7,4.55,0.2,222.3,-999.0,-999.0,-0.7,-999,1.3,-999,-999,319.1,331.0,0.85,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
99483,2022-08-18 01:00:00,973.0,3.75,-999.0,90.0,4.61,0.45,238.3,-999.0,-999.0,-0.6,-999,1.3,-999,-999,324.0,331.6,0.9,0.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
