Datenum,Smoothed S,Smoothed U,Smoothed V
25-Jan-2021,195.209446944597,-188.37011798967,45.3080541256143
26-Jan-2021,195.441984704103,-188.486639850768,45.8744410827454
27-Jan-2021,195.647034502684,-188.598463720606,46.3556526744066
28-Jan-2021,195.849317632796,-188.703978349968,46.8398644745641
29-Jan-2021,196.059367811544,-188.819536284455,47.3275000646332
30-Jan-2021,196.243327437988,-188.84568165367,48.0356203702925
31-Jan-2021,196.411453761814,-188.813159610991,48.8841848347605
01-Feb-2021,196.568867518395,-188.731839750567,49.8510108220293
02-Feb-2021,196.685002800466,-188.563059594127,50.9188628911828
03-Feb-2021,196.816837008263,-188.390597294532,52.0214533295953
04-Feb-2021,196.94979971267,-188.212344331582,53.1077142666906
05-Feb-2021,197.058475893225,-188.026607609504,54.0853530507607
06-Feb-2021,197.153486747929,-187.857036077822,54.905315164538
07-Feb-2021,197.230831212295,-187.71430046795,55.5106865127153
08-Feb-2021,197.363858066067,-187.641145668564,56.0836219308671
09-Feb-2021,197.550374732963,-187.641801775645,56.6059238594019
10-Feb-2021,197.776447392446,-187.691047086671,57.1277722656361
11-Feb-2021,198.001002781513,-187.776193939103,57.5493851059489
12-Feb-2021,198.213013740848,-187.892366146983,57.856220227793
13-Feb-2021,198.403784205837,-188.035708941197,58.0395496872884
14-Feb-2021,198.390691755056,-188.040262285699,57.9801027848306
15-Feb-2021,198.211456800484,-187.977256228391,57.5543633422476
16-Feb-2021,197.983060700193,-187.935111052639,56.8756554464674
17-Feb-2021,197.703867385826,-187.896696066177,56.0225999285547
18-Feb-2021,197.358420068538,-187.855580700354,54.9502678829818
19-Feb-2021,196.957298506774,-187.818814479964,53.6716854214166
20-Feb-2021,196.450749434644,-187.711623124161,52.2616776859766
21-Feb-2021,195.882226130126,-187.546329421259,50.8288762674935
22-Feb-2021,195.291972855413,-187.331391506639,49.4837973763868
23-Feb-2021,194.739105960243,-187.13658439711,48.1829352992283
24-Feb-2021,194.265224223612,-186.985580822282,46.9856963823241
25-Feb-2021,193.90930623815,-186.89992703308,45.9492140837436
26-Feb-2021,193.771451423435,-186.995058366876,45.0460719274339
27-Feb-2021,193.808776387603,-187.214416542379,44.3103349845933
28-Feb-2021,194.038382018795,-187.569482875991,43.7687359884968
01-Mar-2021,194.493621773448,-188.076268286533,43.4995364140495
02-Mar-2021,195.156414822194,-188.713035704727,43.5364946785906
03-Mar-2021,196.028918797903,-189.475793508713,43.9135845293038
04-Mar-2021,197.074619509931,-190.338652934805,44.5547403031597
05-Mar-2021,198.269604236002,-191.279274857922,45.4550550365181
06-Mar-2021,199.585414072497,-192.27306294408,46.6008759574373
07-Mar-2021,200.989043934451,-193.293163650397,47.9698044856747
08-Mar-2021,202.442942555554,-194.310466225087,49.530696232686
09-Mar-2021,203.905012488153,-195.293602707466,51.2436610016259
10-Mar-2021,205.517983065385,-196.327074401663,53.3116387337312
11-Mar-2021,207.201683791006,-197.365060198057,55.6185841718706
12-Mar-2021,208.878816934428,-198.363907948878,58.0500615357127
13-Mar-2021,210.474957530719,-199.282134468211,60.4932445217263
14-Mar-2021,211.918553380604,-200.080425531994,62.8369163031799
15-Mar-2021,213.140925050466,-200.721635878015,64.9714695301422
16-Mar-2021,214.142039607952,-201.179549584655,66.9820813413547
17-Mar-2021,214.923437975383,-201.480988018989,68.7892847649142
18-Mar-2021,215.490264249736,-201.653774499501,70.3213910960491
19-Mar-2021,215.880004025537,-201.791124575867,71.4222230240931
20-Mar-2021,216.090013841485,-201.889270540806,72.0837876166389
21-Mar-2021,216.122641735713,-201.94855727998,72.3014128715492
22-Mar-2021,215.96217217242,-201.931286186889,72.1460582265436
23-Mar-2021,215.624620187383,-201.839661059592,71.6513700747394
24-Mar-2021,215.130085243183,-201.678664258886,70.8560898702851
25-Mar-2021,214.502751229209,-201.456056708302,69.8040541283594
26-Mar-2021,213.770886461653,-201.182377894108,68.5441944251723
27-Mar-2021,212.966843683513,-200.870945865309,67.1305373979645
28-Mar-2021,212.083301221292,-200.495753519651,65.6445489203861
29-Mar-2021,211.172298572742,-200.084070069247,64.1556405152894
30-Mar-2021,210.30212210844,-199.594237175001,62.9774576649234
31-Mar-2021,209.52314871031,-199.188738577535,61.7918475100238
01-Apr-2021,208.886949811515,-198.880867984067,60.7158892677701
02-Apr-2021,208.448078673395,-198.68628096538,59.8706714363778
03-Apr-2021,208.040678287128,-198.569713726547,58.8731028019728
04-Apr-2021,207.639018206215,-198.391926858462,58.0137742646492
05-Apr-2021,207.245263014087,-198.124631511193,57.372279748098
06-Apr-2021,206.925038326187,-197.830382304284,56.9505828079122
07-Apr-2021,206.665621515722,-197.505150154299,56.7377659124627
08-Apr-2021,206.451000081281,-197.142785883342,56.7196139390552
09-Apr-2021,206.343339413163,-196.842622459753,56.8110315236313
10-Apr-2021,206.352401885701,-196.640566906112,56.9520555054516
11-Apr-2021,206.544425944121,-196.639617363956,57.0252842544616
12-Apr-2021,206.813491095259,-196.687060460138,57.1871573912748
13-Apr-2021,207.136328645673,-196.767856676849,57.4310791024064
14-Apr-2021,207.488356995442,-196.865759843352,57.7491513960972
15-Apr-2021,207.81511734401,-196.927519954908,58.1399353853055
16-Apr-2021,208.134168094547,-196.96680688525,58.6365264327757
17-Apr-2021,208.445158942773,-196.976000986445,59.2896210568038
18-Apr-2021,208.738829868435,-197.000049835492,59.9099177967505
19-Apr-2021,209.016403652333,-197.041944060322,60.5065736673278
20-Apr-2021,209.275780417895,-197.101475726232,61.0867098001071
21-Apr-2021,209.545882264674,-197.167548856191,61.7445350289761
22-Apr-2021,209.84881501501,-197.279625627751,62.4317618011173
23-Apr-2021,210.046992425688,-197.56976124942,62.3571304536735
24-Apr-2021,210.319731375893,-198.021582248979,62.1248513529151
25-Apr-2021,210.677469769479,-198.625650663107,61.7813097723926
26-Apr-2021,211.125781290545,-199.36849731676,61.3685937723466
27-Apr-2021,211.643667306728,-200.066145574722,61.2939331186539
28-Apr-2021,212.399554468338,-200.909049384405,61.5098957645084
29-Apr-2021,213.475878182623,-202.009337578541,61.9168297568481
30-Apr-2021,214.829494378285,-203.323148311005,62.5530308522094
01-May-2021,216.425267601541,-204.819960609537,63.3894735698642
02-May-2021,218.227425093251,-206.468440333708,64.3972927873401
03-May-2021,220.207182624969,-208.253898874561,65.5159288045103
04-May-2021,222.330177121131,-210.149521217612,66.7056242779736
05-May-2021,224.684031195444,-212.270399872993,67.9813076593006
06-May-2021,226.885534328681,-214.232938907137,69.2476606028923
07-May-2021,228.90185037103,-215.991974648105,70.5253935907361
08-May-2021,230.697351143606,-217.501446657283,71.8311057492787
09-May-2021,232.334155642595,-218.850971455428,73.0763264669639
10-May-2021,233.735105657715,-219.907156298083,74.4030090388742
11-May-2021,234.915412095042,-220.730413056976,75.641270826797
12-May-2021,235.737821923674,-221.128810414645,76.9456281623291
13-May-2021,236.300520772153,-221.216519108531,78.2972552349022
14-May-2021,236.691373279547,-221.097476906453,79.6761591993142
15-May-2021,237.026823255229,-220.966515560518,80.8896941001668
16-May-2021,237.387786215559,-220.94270358708,81.8551699243927
17-May-2021,238.022378827649,-221.13018095779,83.0349244001685
18-May-2021,238.883255257882,-221.530538667449,84.2771195663039
19-May-2021,240.093867244957,-222.26148222176,85.6240952685829
20-May-2021,241.764981168426,-223.426936131011,87.1193493272047
21-May-2021,243.885075208374,-224.986003812772,88.814527538275
22-May-2021,246.887375124939,-227.407491839703,90.7262632253966
23-May-2021,250.733695934815,-230.676871384062,92.8182897973247
24-May-2021,255.411735789067,-234.847856348615,94.8804248224427
25-May-2021,260.856899848302,-239.875758670449,96.85616761182
26-May-2021,266.994851153651,-245.705476030171,98.6888641730943
27-May-2021,274.007881381776,-252.536703597809,100.370018805356
28-May-2021,281.663193288763,-260.15513919532,101.817464859876
29-May-2021,289.622089317553,-268.155792977794,103.16324623087
30-May-2021,297.62314319382,-276.312328174395,104.213972341504
31-May-2021,305.399120893838,-284.336975056042,104.974009291297
01-Jun-2021,312.692694487144,-291.950111750346,105.453216666397
02-Jun-2021,319.385467398852,-298.897492969764,106.036575896647
03-Jun-2021,325.285435254925,-305.057412594378,106.469527881562
04-Jun-2021,329.975282062967,-310.027209200141,106.604323121691
05-Jun-2021,333.513934673004,-313.924719142827,106.320619177269
06-Jun-2021,335.865753027764,-316.695599966737,105.660933269805
07-Jun-2021,337.013551290337,-318.304053628404,104.670737806602
08-Jun-2021,336.856405781014,-318.629251036619,103.377321553962
09-Jun-2021,335.467356701775,-317.726522342814,101.843096243879
10-Jun-2021,332.716716446269,-315.540825988915,99.8506636729025
11-Jun-2021,329.155222091923,-312.479653219442,97.8888385970951
12-Jun-2021,325.023889168782,-308.753385945646,96.0790771347282
13-Jun-2021,320.574623794633,-304.584315873267,94.5419323403598
14-Jun-2021,316.55754044276,-300.729329442217,93.4255683897774
15-Jun-2021,312.800995647414,-297.051276758762,92.5767853343747
16-Jun-2021,309.776982856681,-294.025928983464,92.0629206778516
