,Q,RAIN,T2,G,surfM,N,LWin,LWout,H,LE,B,QRR,ME,date
26,0.0006060032724826881,0.0,4.814064654182005,0.0,0.8404809974468708,0.9199999999999999,328.2,-307.7888780177422,23.045758271176787,15.583655090747795,-0.10027895146065845,0.0,58.940256392721686,2022-08-03 00:00:00
27,0.0005713922964606504,0.0,4.874062212775755,0.0,0.7811441990890249,0.8699999999999998,323.6,-307.7911234129325,24.45078723002291,14.627869130922265,-0.10837730516930334,0.0,54.77915564284335,2022-08-03 01:00:00
28,0.0005322505311725357,0.0,4.694069536994505,0.0,0.7393672719838673,0.8599999999999998,322.2,-307.7891629650815,24.07618794972884,13.470885709757656,-0.10843793833462165,0.0,51.84947275607032,2022-08-03 02:00:00
29,0.0004270226548207012,0.0,4.504067095588255,0.8,0.5752520748451639,0.8100000000000005,316.8,-307.79112341293614,21.38740722637107,9.802885575018877,-0.11411626791263196,0.0,40.340596497498275,2022-08-03 03:00:00
30,0.0005921208911759802,0.0,4.824074419807005,32.0,0.7910963347240958,0.75,312.7,-307.79112341293614,29.293256337913004,10.97009776311376,0.0,0.0,55.47706722890904,2022-08-03 04:00:00
31,0.0005799604774813317,0.0,4.984047564338255,63.100000000000016,0.7567221045287837,0.5499999999999999,294.40000000000003,-307.79112341293614,35.732203565367,10.234912790109316,0.0,0.0,53.0665119074103,2022-08-03 05:00:00
32,0.00034872571780972727,0.0,4.984047564338255,105.6,0.4204505594556886,0.21,262.8,-307.79112341293614,32.115745851541774,7.790310761962913,0.0,0.0,29.484859086713698,2022-08-03 06:00:00
33,0.0011480115316136455,0.0,5.684059771369505,240.2,1.4534797875482521,0.18000000000000002,263.90000000000003,-307.79112341293614,54.025210154325734,12.594049192605864,0.0,0.0,101.92790985158231,2022-08-03 07:00:00
34,0.002020371591352226,0.0,6.08405366785388,379.0,2.5757492230754426,0.18000000000000002,265.3,-307.79112341293614,82.55778123595718,14.430191629270055,0.0,0.0,180.62909223717097,2022-08-03 08:00:00
35,0.0022926835177558796,0.0,5.984047564338255,496.6,2.8880422689026934,0.18000000000000002,265.5,-307.79112341293614,72.082350855276,5.541170576340039,0.0,0.0,202.52920924949603,2022-08-03 09:00:00
36,0.002253400910737061,0.0,5.694069536994505,539.9,2.8095506802576704,0.18999999999999997,264.40000000000003,-307.770511722765,54.99862784672245,1.3652024215145946,0.030496177014818684,0.0,197.02484404259297,2022-08-03 10:00:00
37,0.0027322166088505876,0.0,5.674050005744505,657.3,3.40325381424075,0.21,266.3,-307.7698810421791,52.28676830658727,1.1354979860679137,0.03142933496591342,0.0,238.65935457218663,2022-08-03 11:00:00
38,0.0030829256131842983,0.0,6.35407319910388,704.5,3.8415976417029247,0.22999999999999998,271.5,-307.7834336093008,56.71698341219303,2.819423809395091,0.011377434041771987,0.0,269.39901157486713,2022-08-03 12:00:00
39,0.002812668274025883,0.0,6.674050005744505,480.6,3.570679482170943,0.4,289.2,-307.79094771191916,92.48916940717457,6.244248218237044,0.00025996032523804613,0.0,250.4003836073517,2022-08-03 13:00:00
40,0.003430543504760501,0.0,7.58405366785388,543.4,4.397543007749563,0.5300000000000001,305.8,-307.76955406797686,123.05413992906237,-7.742342367732384,0.031913212271708236,0.0,308.38569005382425,2022-08-03 14:00:00
41,0.0028644203156329255,0.0,6.564064654182005,471.0,3.643000943219037,0.48000000000000015,296.09999999999997,-307.7618073925654,101.02675541942831,-5.478919807342639,0.04337485397488138,0.0,255.47205741059005,2022-08-03 15:00:00
42,0.0021125537983255976,0.0,5.934059771369505,329.6,2.706510616369653,0.7799999999999999,321.1,-307.7416787691646,58.277486204901,-3.508231250826714,0.07315646377903683,0.0,189.79897242535148,2022-08-03 16:00:00
43,0.0016679922252044082,0.0,5.95404878504138,202.2,2.1809301490678585,0.8100000000000005,323.5,-307.7505874989296,63.595640198273,-1.8343554994659348,0.05997540609776422,0.0,152.94168761834734,2022-08-03 17:00:00
44,0.0014369211288046695,0.0,6.694069536994505,105.6,1.9160006733311223,0.8599999999999998,331.7,-307.7898625584327,66.65894750470437,4.083493921059006,0.0018655040774053521,0.0,134.36302697837297,2022-08-03 18:00:00
45,0.0013875639350932722,0.0,7.15406099207263,64.2,1.8424580366979422,0.91,339.2,-307.79112341293614,54.13634082299486,19.329392706038576,0.0,0.0,129.205716019382,2022-08-03 19:00:00
46,0.001140074757903392,0.0,5.84406343347888,43.7,1.499252512717052,0.9800000000000003,339.0,-307.79112341293614,30.662781122238226,26.580178557808402,0.0,0.0,105.13780533457111,2022-08-03 20:00:00
47,0.0020958206786426646,0.3837720126765567,6.624062212775755,20.3,2.2510681721895134,0.9600000000000003,341.1,-307.79112341293614,61.676195746963295,52.31851165410055,-0.10638275294502336,2.8614337684794284,157.8602438715246,2022-08-03 21:00:00
48,0.0024617444375136933,0.561964397782821,6.83405366785388,2.1999999999999997,2.4870133607096077,0.9900000000000001,344.7,-307.79112341293614,70.27271889786506,62.22835620374095,-0.1842622863475464,4.328282109577871,174.40632873037057,2022-08-03 22:00:00
49,0.0020754216626919877,0.5561798476331808,6.314064654182005,0.0,2.0444476076426645,1.0,343.4,-307.7911234129247,53.24814342193358,50.78810709474177,-0.21948302945506556,3.9449574526738758,143.3706015269694,2022-08-03 23:00:00
50,0.0018799789133735509,0.5927051727386349,5.97406831629138,0.0,1.7407223840677983,1.0,342.8,-307.7911234129284,42.17310651963702,41.175505215097964,-0.2541482481372347,3.967978536947166,122.07131861061657,2022-08-04 00:00:00
51,0.0017675213115900812,0.5325358355688191,5.89405122644763,0.0,1.6699109722666732,1.0,342.4,-307.7911234129294,40.447074915402055,38.818229390715246,-0.2838906330789829,3.515249493201906,117.10553975331084,2022-08-04 01:00:00
52,0.001634217246373324,0.28843944419505835,5.95404878504138,0.0,1.8206093749488137,0.9700000000000002,339.1,-307.79112341292495,50.4484389316886,44.30068418775708,-0.30871006605107243,1.9242492931206052,127.67353893359028,2022-08-04 02:00:00
53,0.0014632601120179597,0.0,6.424050005744505,0.0,1.9722394497857687,0.9499999999999997,338.8,-307.7911234129261,53.21767192358309,54.41192691300878,-0.33160210787533423,0.0,138.30687331579045,2022-08-04 03:00:00
54,0.00164455756663533,0.04737972189382762,6.66407075769763,8.1,2.0980172413752367,0.9800000000000003,342.9,-307.79112341293614,57.59161835247147,51.20389769462967,-0.3835423631485129,0.3364697521670159,147.127269383415,2022-08-04 04:00:00
55,0.0022297731723608634,0.7199974869702793,6.66407075769763,19.4,1.9880702860687764,0.9700000000000002,342.5,-307.79112341293614,49.61006341078379,42.12280466529238,-0.31264200476422876,5.402099709256522,139.41703946144523,2022-08-04 05:00:00
56,0.004112163167949387,2.005648340271052,6.484047564338255,44.3,2.765491175356832,0.9800000000000003,341.8,-307.79112341293614,68.11723683648506,59.202570156541405,-0.14439722909388109,14.625321857233493,193.9350912423746,2022-08-04 06:00:00
57,0.0040301093401250805,2.3619755392429056,5.614052447150755,93.2,2.189796374252102,0.9800000000000003,337.8,-307.79112341293614,41.61673336336488,28.670173420031304,-0.000667611053183491,14.816645230555235,153.56344776186322,2022-08-04 07:00:00
58,0.0042111712940682885,1.680126965189073,6.864052447150755,201.5,3.313516360234509,0.7400000000000001,322.3,-307.79112341293614,88.03914424700298,33.10796865860159,0.0,12.999474408094116,232.36635263255354,2022-08-04 08:00:00
59,0.003292333957840714,0.6839239051616967,7.254067095588255,231.09999999999994,3.389601621929587,0.48000000000000015,299.9,-307.79112341293614,115.80572364825626,27.24526466096123,0.0,5.604110213584241,237.70196979182035,2022-08-04 09:00:00
60,0.003468380060197742,0.0,7.004067095588255,446.5,4.45153167781442,0.5,300.2,-307.79112341293614,113.17251801746997,17.44171994190381,0.0,0.0,312.1717435941077,2022-08-04 10:00:00
61,0.002870752944086346,0.0,6.09406343347888,288.7,3.7071580914580853,0.8800000000000002,331.4,-307.79112341293614,92.41289957582103,20.086343928950892,0.0,0.0,259.97119395040744,2022-08-04 11:00:00
62,0.002811866348483431,0.0,5.624062212775755,298.3,3.6601704292371737,0.9199999999999999,332.0,-307.79112341293614,82.56022258433882,20.540374668322585,0.0,0.0,256.67609880012094,2022-08-04 12:00:00
63,0.003010839621073726,0.0,5.34406343347888,364.4,3.920728273387283,0.8900000000000002,327.9,-307.79112341293614,75.99931880130622,19.132670331788155,0.0,0.0,274.9481908355069,2022-08-04 13:00:00
64,0.0025699448692582867,0.0,5.054054888557005,296.2,3.343201845392179,0.91,329.0,-307.79112341293614,63.54861631056876,18.411520766050543,0.0,0.0,234.44810119278318,2022-08-04 14:00:00
65,0.0022534816132651486,0.2075630003001038,4.304054888557005,189.0,2.6272829319748627,0.9399999999999995,327.4,-307.79112341293614,52.58004648438445,26.49922664103204,0.0,0.9737044185485364,184.24298716712946,2022-08-04 15:00:00
66,0.0016502518237398395,0.0,4.424050005744505,156.8,2.09081717654983,0.8699999999999998,321.7,-307.79112341293614,41.358604363083025,20.770081764006747,0.0,0.0,146.622351761074,2022-08-04 16:00:00
67,0.0016030694966513652,0.0,4.60407319910388,125.20000000000003,2.035525829799729,0.8200000000000001,317.5,-307.79112341293614,59.53090138416472,16.939963918852403,-2.6234113416508327e-06,0.0,142.74494565237035,2022-08-04 17:00:00
68,0.0017940425137048192,0.0,4.814064654182005,115.5,2.277301669103627,0.7699999999999998,314.1,-307.79112341293614,79.00513338818989,22.167085327234535,-0.00010138372052487382,0.0,159.69991548681688,2022-08-04 18:00:00
69,0.0017183388045236532,0.0,4.91407075769763,66.3,2.2031272387667777,0.8300000000000001,320.1,-307.79112341293614,89.93195839238246,22.445547607807065,-0.08189183853368043,0.0,154.4982988469186,2022-08-04 19:00:00
70,0.001426770731254853,0.0,4.45404878504138,74.9,1.8282142139283561,0.7,305.8,-307.79112341293614,78.82620058837276,17.954139195943785,-0.1309447524384384,0.0,128.2068420786241,2022-08-04 20:00:00
71,0.0011931885169985063,0.0,4.29407564051013,18.2,1.5358521524095918,0.7899999999999998,313.3,-307.79112341293614,74.00443567339163,20.613907688480452,-0.5441328897332264,0.0,107.70442153875948,2022-08-04 21:00:00
72,0.0010759111575597505,0.0,4.134071978400755,0.8,1.390926312448518,0.8300000000000001,316.9,-307.7911234129006,63.39125020362705,25.36913625567799,-0.6829469375078541,0.0,97.54123380318404,2022-08-04 22:00:00
73,0.0010431552762160744,0.0,4.374062212775755,0.0,1.346539852537083,0.8499999999999998,319.5,-307.79112341291415,55.7142712164718,27.83026029813615,-0.8248554126483653,0.0,94.42855268904546,2022-08-04 23:00:00
74,0.0007544842232932656,0.0,4.54407564051013,0.0,0.9799643684130279,0.8200000000000001,317.6,-307.79112341292677,43.53785011439883,16.31476664810368,-0.9397122439338171,0.0,68.72178110564192,2022-08-05 00:00:00
75,0.0012578214590855123,0.0,4.924050005744505,0.0,1.6344057440297286,0.8599999999999998,323.7,-307.79111089384674,71.73733089667721,27.996074869081678,-1.0266237318412816,0.0,114.61567114007082,2022-08-05 01:00:00
76,0.001766828199807904,0.0,4.574074419807005,0.0,2.2755304921217645,0.9299999999999999,327.9,-307.791123412877,78.61496588445637,61.97700822176478,-1.1251422091185035,0.0,159.57570848422552,2022-08-05 02:00:00
77,0.0015781079933655023,0.3455251122387326,4.10407319910388,0.0,1.5899909546538158,0.9600000000000003,328.7,-307.7908607973371,48.451231225496095,41.819899031843285,-1.2358056771136996,1.5565395878963932,111.50100337078493,2022-08-05 03:00:00
78,0.0025612919301953446,0.5705581714476214,4.814064654182005,8.4,2.5725987113993107,0.9399999999999995,330.6,-307.7911234128788,77.5399563156102,74.80247390779881,-1.3231668598752004,3.044502572215262,180.40815688405345,2022-08-05 04:00:00
79,0.0027385218377078513,0.7611916281732866,4.72406831629138,20.9,2.542990441639378,0.9399999999999995,330.2,-307.79110617722944,78.90299843460895,65.6993597816278,-1.3839520810334442,3.9815038381287273,178.33182319382553,2022-08-05 05:00:00
80,0.002698779383718043,0.7245665318667134,4.52405610926013,41.2,2.4935933314373324,0.9600000000000003,330.5,-307.79112341293614,71.02208799615875,61.75256107777891,-1.375194717695673,3.620230184616581,174.86776112792245,2022-08-05 06:00:00
81,0.0030514227938574384,0.7516872193507543,5.004067095588255,50.4,2.9071957988402257,0.9499999999999997,331.8,-307.79112341293614,85.63947427745843,70.39593608353721,-1.3165762709587048,4.178274645112004,203.87238532221284,2022-08-05 07:00:00
82,0.003582200893648743,0.6968820200230905,6.004067095588255,101.2,3.682269282935477,0.91,333.7,-307.79112341293614,119.30345870226441,67.31222628489134,-1.0878390174194783,4.6898984939367,258.2258210507368,2022-08-05 08:00:00
83,0.004129632672283984,0.5128641249439873,6.734047564338255,229.90000000000006,4.623124179050597,0.8499999999999998,331.4,-307.79112341293614,137.40265963134036,63.67032084986031,-0.005306987469195385,3.8900293016896565,324.2049793824849,2022-08-05 09:00:00
84,0.003734115714754228,0.30305783148167825,6.52405610926013,181.8,4.3667628531572635,0.84,329.7,-307.79112341293614,137.64403688044214,68.82134152459834,0.0,2.224120819293574,306.2271758113979,2022-08-05 10:00:00
85,0.0033614423101274646,0.0,6.514076861213255,176.7,4.266897580701071,0.91,335.5,-307.79112341293614,128.23753186975443,69.77033375241953,0.0,0.0,299.2239422092378,2022-08-05 11:00:00
86,0.0031641516826844567,0.0,6.46405855066638,297.5,3.989410743725875,0.7300000000000002,318.5,-307.79112341293614,100.07704604062087,45.21875117857262,0.0,0.0,279.76467380625735,2022-08-05 12:00:00
87,0.002689885167201568,0.0,6.124062212775755,162.3,3.401614091887491,0.8699999999999998,330.3,-307.79112341293614,97.800525040946,50.71816443615864,0.0,0.0,238.54436606416854,2022-08-05 13:00:00
88,0.0033889954379930105,0.0,6.184059771369505,194.6,4.279702330090599,0.8900000000000002,332.5,-307.79112341293614,127.1818686829393,67.27755324563049,0.0,0.0,300.12189851563363,2022-08-05 14:00:00
89,0.003332460827633601,0.0,5.934059771369505,234.3,4.1938426323412745,0.8100000000000005,323.8,-307.79112341293614,120.9713947005771,59.651759988496096,0.0,0.0,294.1008312761371,2022-08-05 15:00:00
90,0.003227059460304661,0.0,5.71405855066638,230.0,4.052211523118384,0.8699999999999998,328.6,-307.79112341293614,108.9633709465003,58.716444983765996,0.0,0.0,284.16869251733016,2022-08-05 16:00:00
91,0.0027297923284414294,0.0,5.064064654182005,147.0,3.4257716184013827,0.9299999999999999,330.7,-307.79112341293614,91.52900234215178,64.64857755563824,0.0,0.0,240.23845648485383,2022-08-05 17:00:00
92,0.0024565112065879657,0.0,5.174050005744505,111.1,3.1001994757445317,0.8900000000000002,327.7,-307.79112341293614,94.29143389863967,56.98920820470414,0.0,0.0,217.40711869040769,2022-08-05 18:00:00
93,0.0023225385532323396,0.0,5.064064654182005,85.0,2.941918799289115,0.8800000000000002,325.9,-307.79112341293614,97.81673571121948,55.02178649288245,0.0,0.0,206.30739879116578,2022-08-05 19:00:00
94,0.002229967888463737,0.3420708977674752,4.174050005744505,45.6,2.3876269781879493,0.9299999999999999,326.7,-307.79112341293614,74.90993561198441,53.082054815984485,-0.002757376782533227,1.5689685163594926,167.43667815460972,2022-08-05 20:00:00
95,0.0018461007710467727,0.3723175059687056,3.7840658748851297,20.1,1.862585119712248,0.9499999999999997,325.9,-307.79112341293614,57.882434503559836,45.07632740240261,-0.3499179108588098,1.537843687566878,130.61716426973436,2022-08-05 21:00:00
96,0.0012980318348497868,0.253921527850008,3.7340475643382547,3.0,1.35049183277109,0.9399999999999995,325.5,-307.7911234129204,40.46081154939646,34.854776434375836,-0.6007380220093046,1.033965931535325,94.70569248037793,2022-08-05 22:00:00
97,0.000913355567317262,0.0,3.6340719784007547,0.0,1.1822892188696332,0.9299999999999999,323.7,-307.7911234129216,36.70672927426401,31.140482764714772,-0.8459099281362916,0.0,82.91017869792087,2022-08-05 23:00:00
98,0.0007785308015985089,0.0,3.8840719784007547,0.0,1.0052089083729299,0.75,307.6,-307.79112341292023,42.19666232439952,29.547326554961085,-1.0607651480229652,0.0,70.49210031841744,2022-08-06 00:00:00
99,0.0008570359711598458,0.0,4.254067095588255,0.0,1.105095383237221,0.61,296.40000000000003,-307.79097388512974,55.186683132852636,34.94718754489414,-1.2460760146645895,0.0,77.49682077795242,2022-08-06 01:00:00
100,0.000677247762305904,0.0,4.384071978400755,0.0,0.8724312417847958,0.5999999999999999,296.09999999999997,-307.79112341292034,46.39106246796236,27.891632408186393,-1.410746159599911,0.0,61.1808253036285,2022-08-06 02:00:00
101,0.0005668800193682178,0.0,4.29407564051013,0.0,0.7310728840124856,0.5700000000000001,293.40000000000003,-307.7911234129209,42.86514482320285,24.35082795478095,-1.557035629409408,0.0,51.26781373565344,2022-08-06 03:00:00
102,0.00020739780830893425,0.0,4.054054888557005,21.0,0.2630834063558619,0.45999999999999996,281.09999999999997,-307.7911234129312,24.1017881874065,13.956280451901248,-1.6537435544907246,0.0,18.449201671885838,2022-08-06 04:00:00
103,0.00032944989546480473,0.0,3.7340475643382547,42.0,0.4155006917240971,0.5700000000000001,290.59999999999997,-307.79112341293614,20.068508532931027,10.450345653646067,-1.6619901513497732,0.0,29.13774062229118,2022-08-06 05:00:00
104,0.000323404137666076,0.0,3.9440695369945047,111.5,0.40360521687909484,0.24000000000000007,260.5,-307.79112341293614,21.44048503824879,9.282256093515041,-1.5120688741107957,0.0,28.30354884471691,2022-08-06 06:00:00
105,0.0006942430467255482,0.0,4.21405855066638,222.8,0.8725863441720085,0.11000000000000003,249.8,-307.79112341293614,19.238555422213405,7.2832450606229076,-0.023774929677855612,0.0,61.191702140222326,2022-08-06 07:00:00
106,0.001254254558516913,0.0,3.2140585506663797,356.9,1.5537197067661537,0.16999999999999996,249.8,-307.79112341293614,14.257615409480238,4.2205242417811295,0.0,0.0,108.95741623832522,2022-08-06 08:00:00
107,0.0020327569878303823,0.0,3.2040487850413797,501.3000000000001,2.4686768255900073,0.18000000000000002,250.40000000000006,-307.79112341293614,17.948410119349997,4.022359196639523,0.0,0.0,173.12044590305337,2022-08-06 09:00:00
108,0.0025676670261781187,0.0,2.9240500057445047,601.5,3.0575056934903806,0.18999999999999997,250.09999999999994,-307.79027059847834,18.68663400553817,3.1915144832049256,0.0012617808924022618,0.0,214.41313967115713,2022-08-06 10:00:00
109,0.0030583814490201286,0.0,3.4440695369945047,676.5,3.593423934685563,0.18000000000000002,252.0,-307.79112341293614,22.847112233892688,3.515390826515184,0.0,0.0,251.99537964747174,2022-08-06 11:00:00
110,0.003470839587303278,0.0,4.10407319910388,722.2,4.0553715535129395,0.16999999999999996,254.7,-307.79112341293614,32.357928377240555,4.688290423560328,0.0,0.0,284.3902953878647,2022-08-06 12:00:00
111,0.003661438757373469,0.0,4.124062212775755,741.5,4.247300641968973,0.18999999999999997,256.0,-307.79112341293614,34.49792450784115,6.678870194596286,0.0,0.0,297.8496712895014,2022-08-06 13:00:00
112,0.003685048088562869,0.0,4.16407075769763,712.9,4.274762180061986,0.2,257.40000000000003,-307.79112341293614,42.876035384983204,10.724149550734262,0.0,0.0,299.77546152278137,2022-08-06 14:00:00
113,0.0033888969994183143,0.0,3.9140707576976297,588.0,3.954224418433384,0.31,267.0,-307.79112341293614,50.4186645424554,23.06162771165615,0.0,0.0,277.29716884117545,2022-08-06 15:00:00
114,0.0026784866826889747,0.0,3.7940756405101297,353.2,3.2014037072470476,0.7400000000000001,306.2,-307.79112341293614,48.64350867244448,30.520663967944827,0.0,0.0,224.50424922745313,2022-08-06 16:00:00
115,0.0019633586387326827,0.0,3.6040731991038797,171.5,2.419086026592647,1.0,331.4,-307.79112341293614,44.6904005288152,29.9995239427302,0.0,0.0,169.64280105860922,2022-08-06 17:00:00
116,0.001353698381430331,0.0,3.5340658748851297,78.9,1.6942809812038386,1.0,330.8,-307.79112341293614,36.538801535571345,26.444452767194726,0.0,0.0,118.81453088982995,2022-08-06 18:00:00
117,0.001225764641594542,0.0,3.2040487850413797,76.2,1.5355701886146083,1.0,329.2,-307.79112341293614,29.034525243538106,25.542046484943324,0.0,0.0,107.68464831554529,2022-08-06 19:00:00
118,0.0012174143589418636,0.0,3.1840597713695047,54.6,1.5307724802526117,0.9499999999999997,323.7,-307.79112341293614,38.04567389664786,30.680049819549485,0.0,0.0,107.3482003032612,2022-08-06 20:00:00
119,0.00051211909716617,0.0,3.2840658748851297,27.0,0.6335467887918652,0.5700000000000001,288.3,-307.79112341293614,33.086288696803,19.601453901587668,0.0,0.0,44.428619185454565,2022-08-06 21:00:00
120,0.0006496794906211843,0.0,3.1540609920726297,13.8,0.8112568275675551,0.67,296.40000000000003,-307.79112341293614,38.031877732207434,24.671261566887168,-0.1619574819500843,0.0,56.89085840420833,2022-08-06 22:00:00
121,0.0007132014290975679,0.0,2.8440634334788797,0.0,0.9217996035985104,0.8800000000000002,315.5,-307.7911200728061,30.18919248944584,27.132615934582297,-0.387817014633768,0.0,64.64287133658824,2022-08-06 23:00:00
122,0.0008078070880619164,0.0,2.7240683162913797,0.0,1.042432143336804,0.8699999999999998,313.8,-307.7911234129041,34.02364993173245,33.67795110895849,-0.6080303542308959,0.0,73.10244727355601,2022-08-07 00:00:00
123,0.0008624311350063904,0.0,2.7140585506663797,0.0,1.1085695125139055,0.8100000000000005,308.0,-307.7911234128906,38.77718663518503,39.56660618349784,-0.8122190027427195,0.0,77.74045040304956,2022-08-07 01:00:00
124,0.000531494699998756,0.0,2.3740622127757547,0.0,0.6787220303413721,0.7300000000000002,298.6,-307.7911234129072,27.63625054771862,30.153271385798924,-1.0017834760948865,0.0,47.596615044515474,2022-08-07 02:00:00
125,0.0005660045976930888,0.0,2.1440512264476297,0.0,0.7313583493232156,0.9600000000000003,319.2,-307.79105740137345,19.72869970694584,21.325383866778147,-1.1751936633318958,0.0,51.287832509018656,2022-08-07 03:00:00
126,0.0007318746812357196,0.2201093901343859,2.0040670955882547,4.6000000000000005,0.6643933445709802,0.9900000000000001,321.4,-307.79101929011284,15.34713280500637,16.592167603648118,-1.3282908873914685,0.45819970055123266,46.59178993170139,2022-08-07 04:00:00
127,0.0003904912418901744,0.0,1.7640768612132547,19.1,0.5113322033158938,1.0,322.6,-307.79067651465374,7.003815743570998,7.5357693371793175,-1.436409148210348,0.0,35.85809941788623,2022-08-07 05:00:00
